site;title;company;date_posted;job_type;skills;level;job_group;workplace;city;state;country;city_state;experience;education;programming_languages;languages
indeed;IT Infrastructure Services Analyst Senior;Scotiabank;4/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Senior;Data Engineer;On Site;San Isidro;LIM;PE;San Isidro,LIM;0;Bachelor;;Spanish
indeed;Analyst, Accreditation;Metso;4/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima,LIM;0;Bachelor;;Spanish
indeed;Business Support Analyst(Costa Rica and Peru);TechBiz Global GmbH;24/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Business Intelligence;Remote;Lima;LIM;PE;Lima,LIM;0;Bachelor;;English
indeed;Consultor de Procesos y Negocio / Business Intelligence (Exp. en ERP);Sumatek;16/02/2026;fulltime;Oracle, SAP, ERP;Mid-Level;Business Intelligence;Remote;Lince;LIM;PE;Lince,LIM;0;Bachelor;;English
indeed;Business Intelligence;Gallagher;6/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Business Intelligence;Remote;Lima;LIM;PE;Lima,LIM;0;Bachelor;;English
indeed;Project Logistics Data Analyst M/F;GEODIS;6/02/2026;fulltime;SQL,Excel,Power BI,Tableau,Data Visualization;Mid-Level;Data Analyst;Remote;San Isidro;LIM;PE;San Isidro,LIM;5;Bachelor;;English
indeed;Business Innovator - Analyst;CREDICORP CAPITAL;6/02/2026;fulltime;PowerPoint, Chat GPT, Artificial Intelligence, Excel, Power BI;Mid-Level;Business Intelligence;On Site;Lima;LIM;PE;Lima,LIM;0;Bachelor;;Spanish
indeed;System Analyst;MAERSK;30/01/2026;fulltime;Office, SQL, Java;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima,LIM;5;Bachelor;SQL, Java;Spanish
indeed;Finance, General Finance Analyst IV - TELUS Digital Central America;TELUS Digital;29/01/2026;fulltime;ERP, CPA, Google Sheets;Mid-Level;Business Intelligence;On Site;El Salvador;LIM;PE;El Salvador,LLI;3;Bachelor;;Spanish
indeed;Business Intelligence Semi Senior;Encora;29/01/2026;fulltime;SQL, Power BI, Excel, Jira;Senior;Business Intelligence;On Site;Lima;LIM;PE;Lima,LIM;0;Bachelor;SQL;Spanish
indeed;Senior Business Intelligence;Encora;27/01/2026;fulltime;SQL,Excel,Power BI,Tableau,Data Visualization,Jira;Senior;Business Intelligence;Remote;Lima;LIM;PE;Lima,LIM;0;Bachelor;;English
indeed;Cloud Solutions Architect;TELUS Digital;22/01/2026;fulltime;Azure, SQL, Agile, AWS;Mid-Level;Data Engineer;Hybrid;El Salvador;LIM;PE;El Salvador,LLI;2;Bachelor;SQL;Spanish, English
indeed;Business Developer;WILD FI;3/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Business Intelligence;On Site;Lima;LIM;PE;Lima,LIM;0;Bachelor;;Spanish
indeed;Business Development Manager - Sportsbook, LATAM;Genius Sports;3/02/2026;fulltime;Power BI,DAX,SQL,SSIS,Data Modeling;Lead;Business Intelligence;Hybrid;Lima;LIM;PE;Lima,LIM;0;Bachelor;;Spanish, English
indeed;Business Specialist Master de Soluciones Crediticias Wealth Management;CREDICORP CAPITAL;20/02/2026;fulltime;Power BI,DAX,SQL,SSIS,Data Modeling;Mid-Level;Business Intelligence;On Site;Lima;LIM;PE;Lima,LIM;0;MBA;;Spanish
indeed;Data Specialist Associate;BBVA;17/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;Hybrid;San Isidro;LIM;PE;San Isidro,LIM;0;Bachelor;;Spanish, English
indeed;Data Analytics Sales Specialist, Google Cloud (, );Google;17/02/2026;fulltime;Looker, Google Cloud;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima,LIM;10;Bachelor;;Spanish
indeed;Analista Junior BI - San Isidro;GTH ALTERNATIVES;12/02/2026;fulltime;Python, SQL, DAX, Excel, Power BI, Machine Learning, Azure, Power Query;Junior;Business Intelligence;Remote;Lima;LIM;PE;Lima,LIM;0;Bachelor;Python, SQL, DAX;English
indeed;Portafolio Data Scientist;S.A.C.I. Falabella;10/03/2026;fulltime;CSS, JavaScript, Agile, React, SSIS, SQL, DAX, SSAS, Tableau, R, Power BI, Azure, SSRS, AWS;Senior;Business Intelligence;Remote;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;SQL, R, JavaScript, CSS, DAX;English
indeed;Data Scientist;JOYIT;2/03/2026;fulltime;CSS, JavaScript, Agile, React, SSIS, SQL, DAX, SSAS, Tableau, R, Power BI, Azure, SSRS, AWS;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, LIM, PE;5;Bachelor;Python, SQL;English
indeed;Data Scientist Especialista;Entel;27/02/2026;fulltime;Python, SQL, Looker, Excel, Power BI;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, LIM, PE;2;Master;SQL;Spanish
indeed;Senior Database Engineer;Definable Solutions;17/02/2026;fulltime;SQL, ERP, Fabric, Power BI, , Azure;Mid-Level;Data Engineer;On Site;Lima;LIM;PE;Remote, PE;0;Bachelor;;Spanish
indeed;Data Scientist;IDT Corporation;13/02/2026;fulltime;Excel,SQL,Power BI,Data Visualization;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Remote, PE;2;Bachelor;;Spanish
indeed;DATA SCIENTIST ASSOCIATE I;BBVA;9/02/2026;fulltime;Agile, Excel, Power BI, , Master;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;San Isidro, LIM, PE;0;Bachelor;Python, SQL;Spanish
linkedin;Data Scientist Junior (Ferreycorp);Ferreycorp S.A.A;12/03/2026;fulltime;Python, SQL, Looker, Excel, Power BI;Senior;Data Analyst;Hybrid;San Isidro;LIM;PE;Santiago de Surco, Peru;3;Bachelor;;Spanish, English
linkedin;Analista de Datos;Inetum;12/03/2026;fulltime;Excel,SQL,Power BI,Data Visualization;Junior;Data Analyst;On Site;Santiago de Surco;LIM;PE;San Isidro, Peru;0;Bachelor;;Spanish
linkedin;Data Engineer Semisenior;NEORIS;12/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;2;MBA;Python, SQL;Spanish, English
linkedin;Pivot Junior Integrador de Datos - Azure;Inetum;12/03/2026;fulltime;SQL, Power BI, Python;Senior;Data Engineer;On Site;San Isidro;LIM;PE;San Isidro, Peru;0;Bachelor;;Spanish
linkedin;Data Integration Engineer Competente BCP;Inetum;12/03/2026;fulltime;Power BI, Google Sheets, Excel, Jira;Mid-Level;Data Engineer;Hybrid;Independencia;LIM;PE;Independencia, Peru;0;Bachelor;;Spanish, English
linkedin;Analista de OnBase;Inetum;12/03/2026;fulltime;Power BI, Google Sheets, Excel, Jira;Mid-Level;Data Engineer;Hybrid;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish, English
linkedin;Analista / Integrador de Datos - Azure;Inetum;12/03/2026;fulltime;Power BI, Google Sheets, Excel, Jira;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish, English
linkedin;Portafolio Data Scientist;Mallplaza;11/03/2026;fulltime;Excel,SQL,Power BI,Data Visualization;Senior;Data Analyst;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish
linkedin;Data Scientist de Modelos Riesgos;Mibanco, banco de la Microempresa;11/03/2026;fulltime;Excel,  MBA, Master;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;Portafolio Data Scientist;Sodimac;11/03/2026;fulltime;Power BI, Looker;Senior;Data Analyst;On Site;Lima;LIM;PE;Lima, Peru;2;Bachelor;SQL;Spanish
linkedin;Machine Learning Engineer (Databricks + MLOps) - Remote - Latin America;FullStack;11/03/2026;fulltime;Azure, SQL, Databricks, GitHub;Mid-Level;Business Intelligence;On Site;Lima;LIM;PE;Lima, Peru;0;MBA;Python, SQL;Spanish
linkedin;Practicante profesional de analisis de data / San Isidro;Medifarma;11/03/2026;fulltime;Python, Spark, SQL, Excel, Power BI, Azure, Databricks;Mid-Level;Data Analyst;Remote;San Isidro;LIM;PE;San Isidro, Peru;0;Bachelor;;English
linkedin;Data Scientist Junior;Match Personnel;10/03/2026;fulltime;Power BI, SAP, Excel;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, Peru;3;Bachelor;Python, SQL;Spanish
linkedin;IA Engineer;NTT DATA Europe & Latam;10/03/2026;fulltime;Python, Agile, React, SQL, ;Mid-Level;Data Analyst;On Site;Santiago de Surco;LIM;PE;Santiago de Surco, Peru;0;Bachelor;;Spanish
linkedin;Cloud Integration Engineer - PE;Whitestack;10/03/2026;fulltime;Office, Power BI, Jira;Mid-Level;Data Engineer;On Site;Santiago de Surco;LIM;PE;Santiago de Surco, Peru;5;Bachelor;Python, SQL;Spanish
linkedin;Científico de datos - Banca;NTT DATA Europe & Latam;9/03/2026;fulltime;SQL, Python, Looker, Excel;Mid-Level;Data Scientist;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;Python, SQL;Spanish
linkedin;Ingeniero ML - Trabajo Remoto;BairesDev;9/03/2026;fulltime;SQL, Python, Looker;Mid-Level;Data Scientist;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;SQL, DAX;Spanish
linkedin;AI Engineering Lead;Banco de Crédito BCP;6/03/2026;fulltime;SQL, DAX, SAP, , Excel, Salesforce, Power BI, , Power Automate, Power Pivot, Power Query, VBA;Mid-Level;Data Engineer;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;SQL, DAX;Spanish
linkedin;Practicante pre profesional de GenAI (Ferreycorp);Ferreycorp S.A.A;6/03/2026;fulltime;SQL, DAX, SAP, , Excel, Salesforce, Power BI, , Power Automate, Power Pivot, Power Query, VBA;Mid-Level;Data Analyst;Hybrid;Santiago de Surco;LIM;PE;Santiago de Surco, Peru;0;Bachelor;;Spanish, English
linkedin;Senior Data Engineer - Remote - Latin America;FullStack;6/03/2026;fulltime;CMA, SAP, CPA, MBA, Master;Senior;Data Analyst;Hybrid;Tacna;TAC;PE;Tacna, Tacna, Peru;5;Bachelor;SQL;Spanish, English
linkedin;Recién egresados 2025 interesados en Data o Programación Java;Indra Group;5/03/2026;fulltime;Snowflake, SQL, ERP, Power BI, Azure, AWS;Mid-Level;Data Analyst;Remote;San Isidro;LIM;PE;San Isidro, Peru;0;Bachelor;;English
linkedin;ANALISTA SR. DE EFICIENCIA;Alicorp;5/03/2026;fulltime;Artificial Intelligence;Senior;Data Analyst;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;Senior GenAI Engineer;Devsu;5/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish, English
linkedin;Analista de Ciberseguridad e Infraestructura TI/ Arquitecto de Software;HERMES Perú;5/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Business Intelligence;On Site;Chorrillos;LIM;PE;Chorrillos, Peru;0;Bachelor;;Spanish
linkedin;AI Machine Learning Engineer - Remote - Latin America;FullStack;4/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;On Site;Chorrillos;LIM;PE;Chorrillos, Peru;0;Bachelor;Python, SQL;Spanish
linkedin;Analista de Datos / Huancayo;GLOBAL FIBER PERU;4/03/2026;fulltime;Python, SciKit, SQL, NumPy, Tableau, Power BI, Pandas, Machine Learning, Azure, Tensor Flow, AWS;Mid-Level;Data Analyst;Remote;Huancayo;HUA;PE;Huancayo, Junín, Peru;1;Bachelor;Python, SQL;English
linkedin;Especialista de Soluciones Analíticas;BanBif - Banco Interamericano de Finanzas;3/03/2026;fulltime;SQL, Python;Mid-Level;Business Intelligence;Hybrid;San Isidro;LIM;PE;San Isidro, Peru;0;Bachelor;Python, SQL, C#;Spanish, English
linkedin;Python/Django Software Engineer;Launch Potato;3/03/2026;fulltime;Python, Spark, C#, SQL, , AWS;Mid-Level;Business Intelligence;Remote;San Isidro;LIM;PE;San Isidro, Peru;0;Bachelor;Python, SQL;English
linkedin;Trainee de GenAI y Automatización;Neo Consulting - Consultora de Data e IA;3/03/2026;fulltime;Python, SciKit, Artificial Intelligence, SQL, Tableau, , Pandas;Mid-Level;Data Analyst;Remote;San Isidro;LIM;PE;San Isidro, Peru;5;Bachelor;Python, SQL;English
linkedin;Practicante pre profesional - Data;Banco de Crédito BCP;3/03/2026;fulltime;Python, SQL, Power BI, Azure, Databricks;Mid-Level;Business Intelligence;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;SQL;English
linkedin;Desarrollador Cells Semi Senior/Remoto;Indra Group;3/03/2026;fulltime;Spark, Airflow, SQL, Google Cloud, Azure, Databricks, AWS;Mid-Level;Data Analyst;Remote;San Isidro;LIM;PE;San Isidro, Peru;5;Bachelor;SQL, DAX;English
linkedin;DATA SCIENTIST ADVANCED - IA COGNITIVE;Banco de Crédito BCP;2/03/2026;fulltime;SQL, DAX, AWS, Power BI;Mid-Level;Business Intelligence;On Site;La Molina;LIM;PE;La Molina, Peru;2;Bachelor;Python, SQL;Spanish
linkedin;Data Engineer;Tottus;2/03/2026;fulltime;Python, Spark, Airflow, SQL, Docker, Azure, AWS;Mid-Level;Data Engineer;On Site;Lima;LIM;PE;Lima, Peru;3;Bachelor;SQL;Spanish
linkedin;Programador / Sistemas - Textil;Corceli sac;1/03/2026;fulltime;SQL, Oracle, Google Cloud, Azure, MongoDB, AWS;Senior;Business Intelligence;On Site;Chorrillos;LIM;PE;Chorrillos, Peru;0;Bachelor;;Spanish
linkedin;Data Scientist Especialista;Entel Perú;28/02/2026;fulltime;Python,SQL,Azure,Data Pipelines;Lead;Data Engineer;On Site;Lima;LIM;PE;Lima, Peru;3;Bachelor;Python, SQL;Spanish
linkedin;MLOps Engineer - Remote - Latin America;FullStack;28/02/2026;fulltime;Python, Spark, SQL, Azure, AWS;Mid-Level;Data Engineer;Hybrid;Arequipa;ARE;PE;Arequipa, Arequipa, Peru;2;Bachelor;Python, SQL;Spanish, English
linkedin;Jefe de Gestión de Cumplimiento - Data & analytics;Pacífico Seguros;27/02/2026;fulltime;Python, Spark, SQL, Azure, Databricks, AWS;Senior;Business Intelligence;On Site;San Isidro;LIM;PE;San Isidro, Peru;5;Bachelor;;Spanish
linkedin;Cobol Mainframe - Todas las Provincias del Perú;NTT DATA Europe & Latam;27/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Business Intelligence;On Site;Arequipa;LIM;PE;Arequipa, Peru;8;Bachelor;;Spanish
linkedin;Data Scientist Advance;Prima AFP;26/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Senior;Business Intelligence;Hybrid;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish, English
linkedin;Arquitecto de Java;Prosegur;25/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Lead;Data Analyst;Remote;Santiago de Surco;LIM;PE;Santiago de Surco, Peru;3;Bachelor;;English
linkedin;Senior Data Platform Engineer - Remote - Latin America;FullStack;25/02/2026;fulltime;Oracle, SAP, ERP;Mid-Level;Business Intelligence;On Site;Iquitos;LIM;PE;Iquitos, Loreto, Peru;4;Bachelor;;Spanish
linkedin;Behavioural Researcher & Designer;Alicorp;24/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, Peru;3;Bachelor;;Spanish
linkedin;Practicante Pre profesional de Modelos;Banco Falabella Perú;24/02/2026;fulltime;SQL,Excel,Power BI,Tableau,Data Visualization;Mid-Level;Business Intelligence;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;Agentic Software Engineer (Cursor) - Remote - Latin America;FullStack;24/02/2026;fulltime;PowerPoint, Chat GPT, Artificial Intelligence, Excel, Power BI;Mid-Level;Data Analyst;Hybrid;Piura;PIU;PE;Piura, Piura, Peru;3;Bachelor;SQL, Java;Spanish, English
linkedin;Senior AI Engineer (Remote - LATAM);Seagull;23/02/2026;fulltime;Office, SQL, Java;Lead;Business Intelligence;Remote;Lima;LIM;PE;Lima, Peru;7;Bachelor;;English
linkedin;Agentic Software Engineer (GitHub Copilot) - Remote - Latin America;FullStack;23/02/2026;fulltime;ERP, CPA, Google Sheets;Mid-Level;Business Intelligence;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;SQL;Spanish
linkedin;Agentic Software Engineer (Claude Code) - Remote - Latin America;FullStack;23/02/2026;fulltime;SQL, Power BI, Excel, Jira;Lead;Data Analyst;On Site;Trujillo;TRU;PE;Trujillo, La Libertad, Peru;0;Bachelor;;Spanish
linkedin;Líder Técnico Implementador - Rubro Financiero;Manpower Perú;20/02/2026;fulltime;SQL,Excel,Power BI,Tableau,Data Visualization,Jira;Senior;Data Analyst;On Site;San Isidro;LIM;PE;San Isidro, Peru;7;Bachelor;SQL;Spanish
linkedin;QA AUTOMATIZADOR JUNIOR;NTT DATA Europe & Latam;19/02/2026;fulltime;Azure, SQL, Agile, AWS;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;4;Bachelor;;Spanish, English
linkedin;DATA SCIENTIST (PROYECTO TEMPORAL);Alicorp;18/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;INGENIERO DE MACHINE LEARNING (PROYECTO TEMPORAL);Alicorp;18/02/2026;fulltime;Power BI,DAX,SQL,SSIS,Data Modeling;Lead;Data Analyst;On Site;Lima;LIM;PE;Lima, Peru;5;Bachelor;;Spanish
linkedin;Data Science Analyst;Banco Ripley Perú;17/02/2026;fulltime;Power BI,DAX,SQL,SSIS,Data Modeling;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;5;Bachelor;;Spanish, English
linkedin;Developer CRM Dynamics;NTT DATA Europe & Latam;17/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Business Intelligence;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish
linkedin;Data Engineer;Perform;17/02/2026;fulltime;Looker, Google Cloud;Lead;Data Engineer;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;Python, SQL, DAX;English
linkedin;Test Lead;Confidential Careers;16/02/2026;fulltime;Python, SQL, DAX, Excel, Power BI, Machine Learning, Azure, Power Query;Mid-Level;Data Analyst;Hybrid;Lima;LIM;PE;Lima, Peru;0;Bachelor;SQL, R, JavaScript, CSS, DAX;Spanish, English
linkedin;Data Scientist;IDT Corporation;14/02/2026;fulltime;CSS, JavaScript, Agile, React, SSIS, SQL, DAX, SSAS, Tableau, R, Power BI, Azure, SSRS, AWS;Lead;Data Engineer;On Site;Lima;LIM;PE;Lima, Peru;5;Bachelor;SQL, R, JavaScript, CSS, DAX;Spanish
linkedin;DataOps Analyst;Credicorp Capital;13/02/2026;fulltime;CSS, JavaScript, Agile, React, SSIS, SQL, DAX, SSAS, Tableau, R, Power BI, Azure, SSRS, AWS;Senior;Business Intelligence;On Site;Lima;LIM;PE;Lima, Peru;3;Master;Python, SQL;Spanish
linkedin;Practicante Profesional de Desarrollo GenAI;NTT DATA Europe & Latam;13/02/2026;fulltime;Python, SQL, Looker, Excel, Power BI;Junior;Data Engineer;On Site;Magdalena del Mar;LIM;PE;Magdalena del Mar, Peru;3;Master;SQL;Spanish
linkedin;Analista de Servicio Viajes | Ssr -Senior;Softtek;12/02/2026;fulltime;SQL, ERP, Fabric, Power BI, , Azure;Mid-Level;Data Analyst;Remote;San Isidro;LIM;PE;San Isidro, Peru;0;Bachelor;;English
linkedin;Ingeniero de Desarrollo Digital- D0018;Komatsu-Mitsui Maquinarias Peru S.A.;10/02/2026;fulltime;Excel,SQL,Power BI,Data Visualization;Mid-Level;Data Engineer;On Site;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish
linkedin;Analista de Datos de Packing (Chincha);Proterra Perú;10/02/2026;fulltime;Agile, Excel, Power BI, , Master;Mid-Level;Business Intelligence;Remote;Chincha Alta;CHI;PE;Chincha Alta, Ica, Peru;0;MBA;Python, SQL;English
linkedin;Analista de Datos Cumplimiento;Caja Cencosud Scotiabank;10/02/2026;fulltime;Python, SQL, Looker, Excel, Power BI;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, Peru;0;Bachelor;;English
linkedin;Desarrollador Planillas;Clinica Santa Isabel;7/02/2026;fulltime;Excel,SQL,Power BI,Data Visualization;Mid-Level;Data Analyst;Remote;San Borja;LIM;PE;San Borja, Peru;0;Bachelor;;English
linkedin;Technical Lead - Core Payments;Yuno;7/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, Peru;10;Bachelor;Python, SQL;English
linkedin;QA Engineer;Dynamic Devs;4/02/2026;fulltime;SQL, Power BI, Python;Junior;Business Intelligence;Hybrid;Lima;LIM;PE;Lima, Peru;0;Bachelor;;Spanish, English
linkedin;Ubuntu Core Software Engineer;Canonical;2/02/2026;fulltime;Power BI, Google Sheets, Excel, Jira;Mid-Level;Business Intelligence;On Site;Lima;LIM;PE;Lima, Peru;2;Bachelor;;Spanish
linkedin;Analista Junior de Datos;PROYECTA Perú;3/02/2026;fulltime;Power BI, Google Sheets, Excel, Jira;Senior;Business Intelligence;Hybrid;Santiago de Surco;LIM;PE;Santiago de Surco, Peru;0;Bachelor;;Spanish, English
linkedin;IA Engineer Senior;Scotiabank;5/02/2026;fulltime;Power BI, Google Sheets, Excel, Jira;Mid-Level;Data Analyst;Remote;San Isidro;LIM;PE;San Isidro, Peru;5;Bachelor;;English
indeed;SRE & Cloud Engineer;_coderio;11/03/2026;fulltime;Excel,SQL,Power BI,Data Visualization;Mid-Level;Data Analyst;On Site;Remote;LIM;PE;Remote, PE;3;Bachelor;;Spanish
indeed;Data Engineer;Praxis Mexico;11/03/2026;fulltime;Excel,  MBA, Master;Mid-Level;Data Engineer;On Site;San Isidro;LIM;PE;San Isidro, LIM, PE;2;Bachelor;;Spanish
indeed;Lead Product Manager Strategist (Advanced English) - PE;Thoughtworks;11/03/2026;fulltime;Power BI, Looker;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;SQL;Spanish
indeed;Data Analyst Senior;S.A.C.I. Falabella;10/03/2026;fulltime;Azure, SQL, Databricks, GitHub;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;Python, SQL;English
indeed;Salesforce Developer - Remote, Latin America;Bluelight Consulting;8/03/2026;fulltime;Python, Spark, SQL, Excel, Power BI, Azure, Databricks;Senior;Data Analyst;On Site;Arequipa;ARE;PE;Arequipa, ARE, PE;3;Bachelor;;Spanish
indeed;Laravel Engineer with MySQL Tuning Experience (Remote, LATAM);Bluelight Consulting;8/03/2026;fulltime;Power BI, SAP, Excel;Mid-Level;Data Analyst;Remote;Chimbote;CHI;PE;Chimbote, ANC, PE;0;Bachelor;Python, SQL;English
indeed;Senior Azure DevOps Engineer;Bluelight Consulting;8/03/2026;fulltime;Python, Agile, React, SQL, ;Junior;Data Analyst;Remote;Huancayo;HUA;PE;Huancayo, JUN, PE;0;Bachelor;;English
indeed;Desarrollador Backend;BIERA CORPORATION SAC;6/03/2026;fulltime;Office, Power BI, Jira;Mid-Level;Data Analyst;Remote;Remote;LIM;PE;Remote, PE;2;Bachelor;Python, SQL;English
indeed;Data Engineer (Semi Senior / Senior);Amaris Consulting;5/03/2026;fulltime;SQL, Python, Looker, Excel;Mid-Level;Data Engineer;On Site;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;Python, SQL;Spanish
indeed;Líder Ténico IA;NTT DATA;5/03/2026;fulltime;SQL, Python, Looker;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;SQL, DAX;Spanish
indeed;Administrador de Base de datos (Cloud) - Multicloud Database Operation Specialist;Soluciones Orion;4/03/2026;fulltime;SQL, DAX, SAP, , Excel, Salesforce, Power BI, , Power Automate, Power Pivot, Power Query, VBA;Senior;Data Engineer;Remote;Miraflores;LIM;PE;Miraflores, LIM, PE;0;Bachelor;SQL, DAX;English
indeed;Senior Cloud & Integration Engineer;_coderio;2/03/2026;fulltime;SQL, DAX, SAP, , Excel, Salesforce, Power BI, , Power Automate, Power Pivot, Power Query, VBA;Mid-Level;Data Analyst;Hybrid;Remote;LIM;PE;Remote, PE;0;Bachelor;;Spanish, English
indeed;Data Engineer AWS;ZAT;2/03/2026;fulltime;CMA, SAP, CPA, MBA, Master;Mid-Level;Data Engineer;On Site;Miraflores;LIM;PE;Miraflores, LIM, PE;0;Bachelor;SQL;Spanish
indeed;Data Engineer;JOYIT;2/03/2026;fulltime;Snowflake, SQL, ERP, Power BI, Azure, AWS;Mid-Level;Data Engineer;On Site;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;;Spanish
indeed;AI/ML Engineer;JOYIT;2/03/2026;fulltime;Artificial Intelligence;Mid-Level;Data Analyst;Remote;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;;English
indeed;Client Partner [Open All Latam];Tekton Labs;1/03/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;On Site;Remote;LIM;PE;Remote, PE;0;Bachelor;;Spanish
indeed;Senior Integration & Cloud Engineer (AWS / Kafka / MQ);_coderio;27/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Senior;Data Analyst;Hybrid;Remote;LIM;PE;Remote, PE;2;Bachelor;;Spanish, English
indeed;QA Automation Engineer;Resourceful Talent Group;26/02/2026;fulltime;SQL,Excel,Power BI,Data Visualization;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, LIM, PE;0;Bachelor;Python, SQL;Spanish
indeed;QA Data Analyst;Perú Apps & Moventi;23/02/2026;fulltime;Python, SciKit, SQL, NumPy, Tableau, Power BI, Pandas, Machine Learning, Azure, Tensor Flow, AWS;Mid-Level;Business Intelligence;On Site;San Isidro;LIM;PE;San Isidro, LIM, PE;3;Bachelor;Python, SQL;Spanish
indeed;Administrador de Base de datos (Cloud) - Multicloud Database Operation Specialist;Soluciones Orion;23/02/2026;fulltime;SQL, Python;Senior;Data Engineer;Remote;Miraflores;LIM;PE;Miraflores, LIM, PE;0;Bachelor;Python, SQL, C#;English
indeed;IA Engineer Senior;Scotiabank;22/02/2026;fulltime;Python, Spark, C#, SQL, , AWS;Mid-Level;Data Engineer;On Site;San Isidro;LIM;PE;San Isidro, LIM, PE;0;Bachelor;Python, SQL;Spanish
indeed;Ingeniero de Proyecto;AFRY;20/02/2026;fulltime;Python, SciKit, Artificial Intelligence, SQL, Tableau, , Pandas;Mid-Level;Data Engineer;Remote;Lima;LIM;PE;Lima, LIM, PE;6;Bachelor;Python, SQL;English
indeed;Senior IT Engineer (Remote - Peru);My VA Support;20/02/2026;fulltime;Python, SQL, Power BI, Azure, Databricks;Mid-Level;Data Analyst;Hybrid;Remote;LIM;PE;Remote, PE;4;Bachelor;SQL;Spanish, English
indeed;Technical Lead (Java, Python + AWS);Encora;20/02/2026;fulltime;Spark, Airflow, SQL, Google Cloud, Azure, Databricks, AWS;Mid-Level;Data Analyst;On Site;Lima;LIM;PE;Lima, LIM, PE;3;Bachelor;SQL, DAX;Spanish
